LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
866,081110,001640,4962,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8308833173794712062 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_8308833173794712062 terminating']"
867,081110,001640,4962,INFO,dfs.DataNode$PacketResponder,Received block blk_8308833173794712062 of size 67108864 from /10.251.70.211,e3df2680,Received block <*> of size <*> from <*>,"['blk_8308833173794712062', '67108864', '/10.251.70.211']"
868,081110,001640,4963,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_9213696940717045665 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_9213696940717045665 terminating']"
869,081110,001640,4963,INFO,dfs.DataNode$PacketResponder,Received block blk_9213696940717045665 of size 67108864 from /10.251.122.79,e3df2680,Received block <*> of size <*> from <*>,"['blk_9213696940717045665', '67108864', '/10.251.122.79']"
870,081110,001640,4965,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1483755775117200937 src: /10.251.39.192:37376 dest: /10.251.39.192:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_1483755775117200937', '/10.251.39.192:37376', '/10.251.39.192:50010']"
871,081110,001641,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_8902874290653812711,32777b38,Verification succeeded for <*>,['blk_8902874290653812711']
872,081110,001641,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_7791594133717550907 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.43.192:50010', 'blk_7791594133717550907', '67108864']"
873,081110,001641,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000043_0/part-00043. blk_8044338867569885056,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000043_0/part-00043. blk_8044338867569885056']
874,081110,001641,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000075_0/part-00075. blk_2663688291206258846,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000075_0/part-00075. blk_2663688291206258846']
875,081110,001641,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.144:50010 is added to blk_-2313129393105657483 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.10.144:50010', 'blk_-2313129393105657483', '67108864']"
876,081110,001641,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_2643841914228465817 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.31.160:50010', 'blk_2643841914228465817', '67108864']"
877,081110,001641,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.180:50010 is added to blk_-5417534940360728276 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.31.180:50010', 'blk_-5417534940360728276', '67108864']"
878,081110,001641,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000285_0/part-00285. blk_3676578840681185296,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000285_0/part-00285. blk_3676578840681185296']
879,081110,001641,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_-5290915250518769203 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.127.191:50010', 'blk_-5290915250518769203', '67108864']"
880,081110,001641,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000100_0/part-00100. blk_-8415650236765461957,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000100_0/part-00100. blk_-8415650236765461957']
881,081110,001641,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.53:50010 is added to blk_7791594133717550907 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.38.53:50010', 'blk_7791594133717550907', '67108864']"
882,081110,001641,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000019_0/part-00019. blk_-4452074984509949976,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000019_0/part-00019. blk_-4452074984509949976']
883,081110,001641,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_6783941669246782327 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.123.33:50010', 'blk_6783941669246782327', '67108864']"
884,081110,001641,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_2643841914228465817 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.30.179:50010', 'blk_2643841914228465817', '67108864']"
885,081110,001641,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.121.224:50010 is added to blk_6783941669246782327 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.121.224:50010', 'blk_6783941669246782327', '67108864']"
886,081110,001641,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-6963839381415645022 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.66.102:50010', 'blk_-6963839381415645022', '67108864']"
887,081110,001641,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_-6963839381415645022 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.11.100:50010', 'blk_-6963839381415645022', '67108864']"
888,081110,001641,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.195:50010 is added to blk_-5417534940360728276 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.123.195:50010', 'blk_-5417534940360728276', '67108864']"
889,081110,001641,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.83:50010 is added to blk_6783941669246782327 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.126.83:50010', 'blk_6783941669246782327', '67108864']"
890,081110,001641,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000349_0/part-00349. blk_-7261253586772736174,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000349_0/part-00349. blk_-7261253586772736174']
891,081110,001641,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.38:50010 is added to blk_7791594133717550907 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.14.38:50010', 'blk_7791594133717550907', '67108864']"
892,081110,001641,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.67:50010 is added to blk_-5417534940360728276 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.15.67:50010', 'blk_-5417534940360728276', '67108864']"
893,081110,001641,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_-6963839381415645022 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.6.191:50010', 'blk_-6963839381415645022', '67108864']"
894,081110,001641,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_-2313129393105657483 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.7.230:50010', 'blk_-2313129393105657483', '67108864']"
895,081110,001641,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.207:50010 is added to blk_-8157074077928033507 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.42.207:50010', 'blk_-8157074077928033507', '67108864']"
896,081110,001641,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_2643841914228465817 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.91.32:50010', 'blk_2643841914228465817', '67108864']"
897,081110,001641,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.242:50010 is added to blk_-2313129393105657483 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.242:50010', 'blk_-2313129393105657483', '67108864']"
898,081110,001641,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000226_0/part-00226. blk_6353885322628161155,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000226_0/part-00226. blk_6353885322628161155']
899,081110,001641,3723,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_6783941669246782327 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_6783941669246782327 terminating']"
900,081110,001641,3723,INFO,dfs.DataNode$PacketResponder,Received block blk_6783941669246782327 of size 67108864 from /10.251.126.83,e3df2680,Received block <*> of size <*> from <*>,"['blk_6783941669246782327', '67108864', '/10.251.126.83']"
901,081110,001641,4430,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8044338867569885056 src: /10.251.66.3:56964 dest: /10.251.66.3:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_8044338867569885056', '/10.251.66.3:56964', '/10.251.66.3:50010']"
902,081110,001641,4504,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2643841914228465817 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_2643841914228465817 terminating']"
903,081110,001641,4504,INFO,dfs.DataNode$PacketResponder,Received block blk_2643841914228465817 of size 67108864 from /10.251.30.179,e3df2680,Received block <*> of size <*> from <*>,"['blk_2643841914228465817', '67108864', '/10.251.30.179']"
904,081110,001641,4587,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7562133801264302917 src: /10.251.107.242:34852 dest: /10.251.107.242:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_7562133801264302917', '/10.251.107.242:34852', '/10.251.107.242:50010']"
905,081110,001641,4711,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5417534940360728276 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-5417534940360728276 terminating']"
906,081110,001641,4711,INFO,dfs.DataNode$PacketResponder,Received block blk_-5417534940360728276 of size 67108864 from /10.251.31.180,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5417534940360728276', '67108864', '/10.251.31.180']"
907,081110,001641,4721,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5417534940360728276 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-5417534940360728276 terminating']"
908,081110,001641,4721,INFO,dfs.DataNode$PacketResponder,Received block blk_-5417534940360728276 of size 67108864 from /10.251.31.180,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5417534940360728276', '67108864', '/10.251.31.180']"
909,081110,001641,4726,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6353885322628161155 src: /10.251.31.180:39259 dest: /10.251.31.180:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_6353885322628161155', '/10.251.31.180:39259', '/10.251.31.180:50010']"
910,081110,001641,4729,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-8157074077928033507 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-8157074077928033507 terminating']"
911,081110,001641,4729,INFO,dfs.DataNode$PacketResponder,Received block blk_-8157074077928033507 of size 67108864 from /10.251.42.207,e3df2680,Received block <*> of size <*> from <*>,"['blk_-8157074077928033507', '67108864', '/10.251.42.207']"
912,081110,001641,4744,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3676578840681185296 src: /10.251.42.207:40633 dest: /10.251.42.207:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_3676578840681185296', '/10.251.42.207:40633', '/10.251.42.207:50010']"
913,081110,001641,4750,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1794063226677471 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-1794063226677471 terminating']"
914,081110,001641,4760,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5290915250518769203 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-5290915250518769203 terminating']"
915,081110,001641,4760,INFO,dfs.DataNode$PacketResponder,Received block blk_-5290915250518769203 of size 67108864 from /10.251.110.196,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5290915250518769203', '67108864', '/10.251.110.196']"
916,081110,001641,4762,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-2313129393105657483 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-2313129393105657483 terminating']"
917,081110,001641,4762,INFO,dfs.DataNode$PacketResponder,Received block blk_-2313129393105657483 of size 67108864 from /10.250.10.144,e3df2680,Received block <*> of size <*> from <*>,"['blk_-2313129393105657483', '67108864', '/10.250.10.144']"
918,081110,001641,4763,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4452074984509949976 src: /10.251.37.240:45126 dest: /10.251.37.240:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-4452074984509949976', '/10.251.37.240:45126', '/10.251.37.240:50010']"
919,081110,001641,4767,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2313129393105657483 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-2313129393105657483 terminating']"
920,081110,001641,4767,INFO,dfs.DataNode$PacketResponder,Received block blk_-2313129393105657483 of size 67108864 from /10.250.10.144,e3df2680,Received block <*> of size <*> from <*>,"['blk_-2313129393105657483', '67108864', '/10.250.10.144']"
921,081110,001641,4769,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4452074984509949976 src: /10.251.111.130:35835 dest: /10.251.111.130:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-4452074984509949976', '/10.251.111.130:35835', '/10.251.111.130:50010']"
922,081110,001641,4780,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8415650236765461957 src: /10.250.10.144:44109 dest: /10.250.10.144:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-8415650236765461957', '/10.250.10.144:44109', '/10.250.10.144:50010']"
923,081110,001641,4790,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3676578840681185296 src: /10.251.42.207:40677 dest: /10.251.42.207:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_3676578840681185296', '/10.251.42.207:40677', '/10.251.42.207:50010']"
924,081110,001641,4792,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6353885322628161155 src: /10.251.194.102:49535 dest: /10.251.194.102:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_6353885322628161155', '/10.251.194.102:49535', '/10.251.194.102:50010']"
925,081110,001641,4795,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-2313129393105657483 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-2313129393105657483 terminating']"
926,081110,001641,4795,INFO,dfs.DataNode$PacketResponder,Received block blk_-2313129393105657483 of size 67108864 from /10.251.107.242,e3df2680,Received block <*> of size <*> from <*>,"['blk_-2313129393105657483', '67108864', '/10.251.107.242']"
927,081110,001641,4798,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2643841914228465817 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_2643841914228465817 terminating']"
928,081110,001641,4798,INFO,dfs.DataNode$PacketResponder,Received block blk_2643841914228465817 of size 67108864 from /10.251.91.32,e3df2680,Received block <*> of size <*> from <*>,"['blk_2643841914228465817', '67108864', '/10.251.91.32']"
929,081110,001641,4812,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_6783941669246782327 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_6783941669246782327 terminating']"
930,081110,001641,4812,INFO,dfs.DataNode$PacketResponder,Received block blk_6783941669246782327 of size 67108864 from /10.251.121.224,e3df2680,Received block <*> of size <*> from <*>,"['blk_6783941669246782327', '67108864', '/10.251.121.224']"
931,081110,001641,4823,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_6783941669246782327 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_6783941669246782327 terminating']"
932,081110,001641,4823,INFO,dfs.DataNode$PacketResponder,Received block blk_6783941669246782327 of size 67108864 from /10.251.121.224,e3df2680,Received block <*> of size <*> from <*>,"['blk_6783941669246782327', '67108864', '/10.251.121.224']"
933,081110,001641,4824,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6353885322628161155 src: /10.251.31.180:42269 dest: /10.251.31.180:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_6353885322628161155', '/10.251.31.180:42269', '/10.251.31.180:50010']"
934,081110,001641,4826,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8415650236765461957 src: /10.250.10.144:42470 dest: /10.250.10.144:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-8415650236765461957', '/10.250.10.144:42470', '/10.250.10.144:50010']"
935,081110,001641,4827,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7791594133717550907 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_7791594133717550907 terminating']"
936,081110,001641,4827,INFO,dfs.DataNode$PacketResponder,Received block blk_7791594133717550907 of size 67108864 from /10.250.14.38,e3df2680,Received block <*> of size <*> from <*>,"['blk_7791594133717550907', '67108864', '/10.250.14.38']"
937,081110,001641,4832,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4452074984509949976 src: /10.251.37.240:58884 dest: /10.251.37.240:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-4452074984509949976', '/10.251.37.240:58884', '/10.251.37.240:50010']"
938,081110,001641,4837,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7261253586772736174 src: /10.251.70.5:49009 dest: /10.251.70.5:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-7261253586772736174', '/10.251.70.5:49009', '/10.251.70.5:50010']"
939,081110,001641,4839,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2663688291206258846 src: /10.250.5.237:54493 dest: /10.250.5.237:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_2663688291206258846', '/10.250.5.237:54493', '/10.250.5.237:50010']"
940,081110,001641,4839,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_7791594133717550907 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_7791594133717550907 terminating']"
941,081110,001641,4839,INFO,dfs.DataNode$PacketResponder,Received block blk_7791594133717550907 of size 67108864 from /10.251.43.192,e3df2680,Received block <*> of size <*> from <*>,"['blk_7791594133717550907', '67108864', '/10.251.43.192']"
942,081110,001641,4842,INFO,dfs.DataNode$PacketResponder,Received block blk_7791594133717550907 of size 67108864 from /10.251.43.192,e3df2680,Received block <*> of size <*> from <*>,"['blk_7791594133717550907', '67108864', '/10.251.43.192']"
943,081110,001641,4849,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6963839381415645022 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-6963839381415645022 terminating']"
944,081110,001641,4849,INFO,dfs.DataNode$PacketResponder,Received block blk_-6963839381415645022 of size 67108864 from /10.250.6.191,e3df2680,Received block <*> of size <*> from <*>,"['blk_-6963839381415645022', '67108864', '/10.250.6.191']"
945,081110,001641,4850,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5417534940360728276 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-5417534940360728276 terminating']"
946,081110,001641,4850,INFO,dfs.DataNode$PacketResponder,Received block blk_-5417534940360728276 of size 67108864 from /10.250.15.67,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5417534940360728276', '67108864', '/10.250.15.67']"
947,081110,001641,4853,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8044338867569885056 src: /10.250.6.191:44886 dest: /10.250.6.191:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_8044338867569885056', '/10.250.6.191:44886', '/10.250.6.191:50010']"
948,081110,001641,4855,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5290915250518769203 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-5290915250518769203 terminating']"
949,081110,001641,4855,INFO,dfs.DataNode$PacketResponder,Received block blk_-5290915250518769203 of size 67108864 from /10.251.74.227,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5290915250518769203', '67108864', '/10.251.74.227']"
950,081110,001641,4863,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_2643841914228465817 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_2643841914228465817 terminating']"
951,081110,001641,4863,INFO,dfs.DataNode$PacketResponder,Received block blk_2643841914228465817 of size 67108864 from /10.251.30.179,e3df2680,Received block <*> of size <*> from <*>,"['blk_2643841914228465817', '67108864', '/10.251.30.179']"
952,081110,001641,4865,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2663688291206258846 src: /10.251.121.224:42421 dest: /10.251.121.224:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_2663688291206258846', '/10.251.121.224:42421', '/10.251.121.224:50010']"
953,081110,001641,4874,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7261253586772736174 src: /10.251.30.179:36078 dest: /10.251.30.179:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-7261253586772736174', '/10.251.30.179:36078', '/10.251.30.179:50010']"
954,081110,001641,4886,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7261253586772736174 src: /10.251.30.179:56840 dest: /10.251.30.179:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-7261253586772736174', '/10.251.30.179:56840', '/10.251.30.179:50010']"
955,081110,001641,4887,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-6963839381415645022 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-6963839381415645022 terminating']"
956,081110,001641,4887,INFO,dfs.DataNode$PacketResponder,Received block blk_-6963839381415645022 of size 67108864 from /10.250.6.191,e3df2680,Received block <*> of size <*> from <*>,"['blk_-6963839381415645022', '67108864', '/10.250.6.191']"
957,081110,001641,4889,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6963839381415645022 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-6963839381415645022 terminating']"
958,081110,001641,4889,INFO,dfs.DataNode$PacketResponder,Received block blk_-6963839381415645022 of size 67108864 from /10.251.66.102,e3df2680,Received block <*> of size <*> from <*>,"['blk_-6963839381415645022', '67108864', '/10.251.66.102']"
959,081110,001641,4922,INFO,dfs.DataNode$DataXceiver,writeBlock blk_-8910670605332658803 received exception java.io.IOException: Could not read from stream,bcc910df,writeBlock <*> received exception java.io.IOException: Could not read from stream,['blk_-8910670605332658803']
960,081110,001641,4938,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2663688291206258846 src: /10.251.121.224:47377 dest: /10.251.121.224:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_2663688291206258846', '/10.251.121.224:47377', '/10.251.121.224:50010']"
961,081110,001641,4941,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3676578840681185296 src: /10.251.203.4:47144 dest: /10.251.203.4:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_3676578840681185296', '/10.251.203.4:47144', '/10.251.203.4:50010']"
962,081110,001641,4967,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8044338867569885056 src: /10.250.6.191:54745 dest: /10.250.6.191:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_8044338867569885056', '/10.250.6.191:54745', '/10.250.6.191:50010']"
963,081110,001642,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.223:50010 is added to blk_6094912849802378145 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.6.223:50010', 'blk_6094912849802378145', '67108864']"
964,081110,001642,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.242:50010 is added to blk_-3777443222853261447 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.242:50010', 'blk_-3777443222853261447', '67108864']"
965,081110,001642,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.5:50010 is added to blk_6094912849802378145 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.31.5:50010', 'blk_6094912849802378145', '67108864']"
966,081110,001642,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000303_0/part-00303. blk_9137140374772966101,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000303_0/part-00303. blk_9137140374772966101']
967,081110,001642,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-1732880687728266128 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.5.237:50010', 'blk_-1732880687728266128', '67108864']"
